Window Name,Username,User ID,Review,Sentiment
Flipkart,PriyaS_47,U1750,"The phone’s battery lasts all day, and the camera quality is amazing.",Positive
Flipkart,AmitB_12,U1751,"The delivery was late, and the product packaging was slightly damaged.",Negative
Amazon,SnehaM_86,U1752,Very bad customer service experience.,Negative
Flipkart,PriyaS_52,U1753,Very bad customer service experience.,Negative
Flipkart,MeeraJain_37,U1754,"This smartwatch is stylish, lightweight, and tracks my fitness perfectly.",Positive
Flipkart,RahulK_38,U1755,The product stopped working after a week.,Negative
Flipkart,SimranK_97,U1756,"The laptop overheats quickly and crashes often, very disappointing.",Negative
Flipkart,Vinay_79,U1757,"The laptop overheats quickly and crashes often, very disappointing.",Negative
Amazon,PriyaS_52,U1758,"Design is nice, but functionality could be better.",Neutral
Amazon,SimranK_22,U1759,"The phone’s battery lasts all day, and the camera quality is amazing.",Positive
Amazon,SimranK_93,U1760,"Design is nice, but functionality could be better.",Neutral
Amazon,RohitP_42,U1761,"The headphones are okay, but the sound isn’t as clear as I expected.",Neutral
Amazon,ArjunDev_96,U1762,"It's fine for casual use, but not professional work.",Neutral
Amazon,MeeraJain_31,U1763,"The delivery was late, and the product packaging was slightly damaged.",Negative
Flipkart,PriyaS_70,U1764,The product stopped working after a week.,Negative
Flipkart,RohitP_16,U1765,"This smartwatch is stylish, lightweight, and tracks my fitness perfectly.",Positive
Flipkart,AmitB_80,U1766,Poor build quality and slow performance.,Negative
Amazon,RahulK_32,U1767,"This smartwatch is stylish, lightweight, and tracks my fitness perfectly.",Positive
Flipkart,SimranK_10,U1768,"The phone’s battery lasts all day, and the camera quality is amazing.",Positive
Flipkart,SnehaM_16,U1769,"The laptop is fast, lightweight, and perfect for my work.",Positive
Amazon,ArjunDev_28,U1770,"Product is decent, but not worth the price.",Neutral
Amazon,Vinay_79,U1771,The product stopped working after a week.,Negative
Flipkart,MeeraJain_64,U1772,"Design is nice, but functionality could be better.",Neutral
Amazon,ArjunDev_22,U1773,"Product is decent, but not worth the price.",Neutral
Flipkart,PriyaS_66,U1774,"This smartwatch is stylish, lightweight, and tracks my fitness perfectly.",Positive
Amazon,KunalV_48,U1775,"Performance is average, nothing exceptional.",Neutral
Amazon,SimranK_90,U1776,"The phone’s battery lasts all day, and the camera quality is amazing.",Positive
Flipkart,KunalV_45,U1777,"The laptop is fast, lightweight, and perfect for my work.",Positive
Flipkart,Vinay_35,U1778,"The phone’s battery lasts all day, and the camera quality is amazing.",Positive
Amazon,MeeraJain_49,U1779,"The laptop is fast, lightweight, and perfect for my work.",Positive
Flipkart,KunalV_38,U1780,Very bad customer service experience.,Negative
Flipkart,SimranK_20,U1781,The product stopped working after a week.,Negative
Amazon,PriyaS_69,U1782,"The delivery was late, and the product packaging was slightly damaged.",Negative
Flipkart,ArjunDev_96,U1783,Very bad customer service experience.,Negative
Amazon,MeeraJain_46,U1784,"Design is nice, but functionality could be better.",Neutral
Flipkart,SimranK_80,U1785,"The delivery was late, and the product packaging was slightly damaged.",Negative
Amazon,AmitB_83,U1786,"Performance is average, nothing exceptional.",Neutral
Amazon,KunalV_51,U1787,"The laptop overheats quickly and crashes often, very disappointing.",Negative
Flipkart,SnehaM_88,U1788,"The laptop overheats quickly and crashes often, very disappointing.",Negative
Flipkart,SnehaM_97,U1789,"The laptop is fast, lightweight, and perfect for my work.",Positive
Amazon,SnehaM_89,U1790,The product stopped working after a week.,Negative
Amazon,RohitP_26,U1791,"The laptop overheats quickly and crashes often, very disappointing.",Negative
Flipkart,SimranK_91,U1792,"The delivery was late, and the product packaging was slightly damaged.",Negative
Flipkart,SnehaM_21,U1793,"This smartwatch is stylish, lightweight, and tracks my fitness perfectly.",Positive
Amazon,RahulK_49,U1794,"Product is decent, but not worth the price.",Neutral
Amazon,ArjunDev_91,U1795,"It's fine for casual use, but not professional work.",Neutral
Flipkart,SnehaM_41,U1796,"Product is decent, but not worth the price.",Neutral
Flipkart,MeeraJain_36,U1797,"Performance is average, nothing exceptional.",Neutral
Amazon,SimranK_59,U1798,Amazing product quality and quick delivery.,Positive
Amazon,SnehaM_50,U1799,The headphones have crystal clear sound and great bass.,Positive
Flipkart,RohitP_26,U1800,Amazing product quality and quick delivery.,Positive
Flipkart,MeeraJain_58,U1801,"The phone’s battery lasts all day, and the camera quality is amazing.",Positive
Flipkart,RahulK_53,U1802,"The delivery was late, and the product packaging was slightly damaged.",Negative
Flipkart,SimranK_86,U1803,"Product is decent, but not worth the price.",Neutral
Amazon,ArjunDev_44,U1804,The product stopped working after a week.,Negative
Amazon,RahulK_69,U1805,"Design is nice, but functionality could be better.",Neutral
Amazon,RohitP_74,U1806,The headphones have crystal clear sound and great bass.,Positive
Flipkart,Vinay_11,U1807,"Performance is average, nothing exceptional.",Neutral
Amazon,AmitB_50,U1808,"Product is decent, but not worth the price.",Neutral
Amazon,AmitB_50,U1809,"The phone’s battery lasts all day, and the camera quality is amazing.",Positive
Flipkart,SnehaM_58,U1810,"Performance is average, nothing exceptional.",Neutral
Amazon,SnehaM_12,U1811,Amazing product quality and quick delivery.,Positive
Amazon,PriyaS_78,U1812,Poor build quality and slow performance.,Negative
Flipkart,ArjunDev_32,U1813,"Product is decent, but not worth the price.",Neutral
Flipkart,MeeraJain_71,U1814,"Design is nice, but functionality could be better.",Neutral
Amazon,ArjunDev_78,U1815,"Design is nice, but functionality could be better.",Neutral
Flipkart,SnehaM_10,U1816,"The headphones are okay, but the sound isn’t as clear as I expected.",Neutral
Amazon,SnehaM_55,U1817,Amazing product quality and quick delivery.,Positive
Flipkart,KunalV_99,U1818,"Performance is average, nothing exceptional.",Neutral
Amazon,ArjunDev_42,U1819,"It's fine for casual use, but not professional work.",Neutral
Amazon,RohitP_17,U1820,"The laptop is fast, lightweight, and perfect for my work.",Positive
Flipkart,SimranK_85,U1821,"The phone’s battery lasts all day, and the camera quality is amazing.",Positive
Amazon,SimranK_33,U1822,Amazing product quality and quick delivery.,Positive
Amazon,Vinay_88,U1823,The headphones have crystal clear sound and great bass.,Positive
Flipkart,Vinay_71,U1824,The product stopped working after a week.,Negative
Flipkart,RahulK_30,U1825,The headphones have crystal clear sound and great bass.,Positive
Flipkart,ArjunDev_26,U1826,"The headphones are okay, but the sound isn’t as clear as I expected.",Neutral
Flipkart,Vinay_80,U1827,"This smartwatch is stylish, lightweight, and tracks my fitness perfectly.",Positive
Amazon,Vinay_91,U1828,"The headphones are okay, but the sound isn’t as clear as I expected.",Neutral
Amazon,RohitP_18,U1829,"Design is nice, but functionality could be better.",Neutral
Amazon,RohitP_17,U1830,"It's fine for casual use, but not professional work.",Neutral
Amazon,ArjunDev_78,U1831,Amazing product quality and quick delivery.,Positive
Flipkart,ArjunDev_52,U1832,Poor build quality and slow performance.,Negative
Amazon,MeeraJain_92,U1833,"The phone’s battery lasts all day, and the camera quality is amazing.",Positive
Flipkart,Vinay_44,U1834,"The laptop overheats quickly and crashes often, very disappointing.",Negative
Amazon,RohitP_93,U1835,"The delivery was late, and the product packaging was slightly damaged.",Negative
Flipkart,RohitP_30,U1836,Very bad customer service experience.,Negative
Amazon,PriyaS_43,U1837,"Performance is average, nothing exceptional.",Neutral
Flipkart,PriyaS_10,U1838,"The headphones are okay, but the sound isn’t as clear as I expected.",Neutral
Flipkart,KunalV_18,U1839,"Design is nice, but functionality could be better.",Neutral
Amazon,SimranK_87,U1840,"The delivery was late, and the product packaging was slightly damaged.",Negative
Amazon,ArjunDev_57,U1841,"It's fine for casual use, but not professional work.",Neutral
Amazon,RohitP_16,U1842,"The phone’s battery lasts all day, and the camera quality is amazing.",Positive
Amazon,AmitB_93,U1843,"Performance is average, nothing exceptional.",Neutral
Amazon,RahulK_66,U1844,"The laptop is fast, lightweight, and perfect for my work.",Positive
Amazon,SnehaM_78,U1845,Very bad customer service experience.,Negative
Amazon,Vinay_36,U1846,"The delivery was late, and the product packaging was slightly damaged.",Negative
Flipkart,ArjunDev_86,U1847,Amazing product quality and quick delivery.,Positive
Amazon,PriyaS_17,U1848,"Design is nice, but functionality could be better.",Neutral
Flipkart,RohitP_32,U1849,"The phone’s battery lasts all day, and the camera quality is amazing.",Positive
Amazon,AmitB_39,U1850,"Performance is average, nothing exceptional.",Neutral
Flipkart,RohitP_18,U1851,Poor build quality and slow performance.,Negative
Flipkart,AmitB_47,U1852,Very bad customer service experience.,Negative
Amazon,SnehaM_38,U1853,Amazing product quality and quick delivery.,Positive
Flipkart,SnehaM_15,U1854,Very bad customer service experience.,Negative
Amazon,AmitB_98,U1855,"The laptop overheats quickly and crashes often, very disappointing.",Negative
Amazon,PriyaS_69,U1856,"The delivery was late, and the product packaging was slightly damaged.",Negative
Amazon,SnehaM_16,U1857,"It's fine for casual use, but not professional work.",Neutral
Amazon,RohitP_25,U1858,"The delivery was late, and the product packaging was slightly damaged.",Negative
Flipkart,KunalV_37,U1859,The headphones have crystal clear sound and great bass.,Positive
Flipkart,Vinay_54,U1860,"This smartwatch is stylish, lightweight, and tracks my fitness perfectly.",Positive
Flipkart,Vinay_34,U1861,"Design is nice, but functionality could be better.",Neutral
Flipkart,AmitB_53,U1862,"The phone’s battery lasts all day, and the camera quality is amazing.",Positive
Amazon,AmitB_53,U1863,Amazing product quality and quick delivery.,Positive
Amazon,RohitP_96,U1864,"The phone’s battery lasts all day, and the camera quality is amazing.",Positive
Amazon,RahulK_20,U1865,"Product is decent, but not worth the price.",Neutral
Amazon,SimranK_99,U1866,"Design is nice, but functionality could be better.",Neutral
Amazon,ArjunDev_17,U1867,"The laptop overheats quickly and crashes often, very disappointing.",Negative
Amazon,KunalV_13,U1868,"Performance is average, nothing exceptional.",Neutral
Flipkart,MeeraJain_25,U1869,"The headphones are okay, but the sound isn’t as clear as I expected.",Neutral
Flipkart,AmitB_36,U1870,Amazing product quality and quick delivery.,Positive
Flipkart,SimranK_70,U1871,"This smartwatch is stylish, lightweight, and tracks my fitness perfectly.",Positive
Flipkart,RohitP_31,U1872,"Design is nice, but functionality could be better.",Neutral
Amazon,ArjunDev_56,U1873,Very bad customer service experience.,Negative
Amazon,AmitB_63,U1874,Amazing product quality and quick delivery.,Positive
Flipkart,SimranK_98,U1875,Very bad customer service experience.,Negative
Amazon,KunalV_95,U1876,"Performance is average, nothing exceptional.",Neutral
Flipkart,Vinay_78,U1877,"The delivery was late, and the product packaging was slightly damaged.",Negative
Flipkart,ArjunDev_13,U1878,"Product is decent, but not worth the price.",Neutral
Flipkart,AmitB_54,U1879,"The headphones are okay, but the sound isn’t as clear as I expected.",Neutral
Flipkart,RahulK_75,U1880,"It's fine for casual use, but not professional work.",Neutral
Flipkart,KunalV_65,U1881,"The delivery was late, and the product packaging was slightly damaged.",Negative
Amazon,ArjunDev_97,U1882,Amazing product quality and quick delivery.,Positive
Amazon,RohitP_53,U1883,"The headphones are okay, but the sound isn’t as clear as I expected.",Neutral
Flipkart,RahulK_67,U1884,"The delivery was late, and the product packaging was slightly damaged.",Negative
Amazon,RohitP_67,U1885,Poor build quality and slow performance.,Negative
Amazon,AmitB_33,U1886,"The phone’s battery lasts all day, and the camera quality is amazing.",Positive
Flipkart,RahulK_41,U1887,Very bad customer service experience.,Negative
Flipkart,ArjunDev_57,U1888,The headphones have crystal clear sound and great bass.,Positive
Amazon,SnehaM_63,U1889,"Design is nice, but functionality could be better.",Neutral
Flipkart,SnehaM_66,U1890,"It's fine for casual use, but not professional work.",Neutral
Flipkart,SimranK_41,U1891,"This smartwatch is stylish, lightweight, and tracks my fitness perfectly.",Positive
Amazon,MeeraJain_83,U1892,"This smartwatch is stylish, lightweight, and tracks my fitness perfectly.",Positive
Amazon,MeeraJain_96,U1893,"Design is nice, but functionality could be better.",Neutral
Flipkart,SnehaM_50,U1894,Poor build quality and slow performance.,Negative
Amazon,SnehaM_79,U1895,"The laptop is fast, lightweight, and perfect for my work.",Positive
Amazon,SnehaM_43,U1896,Amazing product quality and quick delivery.,Positive
Amazon,AmitB_57,U1897,"The laptop overheats quickly and crashes often, very disappointing.",Negative
Flipkart,KunalV_24,U1898,"Product is decent, but not worth the price.",Neutral
Flipkart,PriyaS_92,U1899,Very bad customer service experience.,Negative
Flipkart,RahulK_83,U1900,"The laptop is fast, lightweight, and perfect for my work.",Positive
Flipkart,Vinay_38,U1901,"Design is nice, but functionality could be better.",Neutral
Flipkart,SnehaM_94,U1902,"The laptop overheats quickly and crashes often, very disappointing.",Negative
Amazon,Vinay_48,U1903,Very bad customer service experience.,Negative
Amazon,RahulK_61,U1904,"The headphones are okay, but the sound isn’t as clear as I expected.",Neutral
Amazon,Vinay_40,U1905,"It's fine for casual use, but not professional work.",Neutral
Flipkart,SnehaM_94,U1906,Poor build quality and slow performance.,Negative
Amazon,KunalV_58,U1907,"The laptop is fast, lightweight, and perfect for my work.",Positive
Flipkart,RahulK_92,U1908,"The headphones are okay, but the sound isn’t as clear as I expected.",Neutral
Amazon,MeeraJain_66,U1909,The product stopped working after a week.,Negative
Amazon,Vinay_26,U1910,"Design is nice, but functionality could be better.",Neutral
Flipkart,SimranK_78,U1911,"The laptop is fast, lightweight, and perfect for my work.",Positive
Flipkart,RahulK_17,U1912,"The laptop overheats quickly and crashes often, very disappointing.",Negative
Flipkart,ArjunDev_96,U1913,"Design is nice, but functionality could be better.",Neutral
Flipkart,MeeraJain_38,U1914,The headphones have crystal clear sound and great bass.,Positive
Amazon,PriyaS_93,U1915,"The phone’s battery lasts all day, and the camera quality is amazing.",Positive
Amazon,SimranK_97,U1916,"Performance is average, nothing exceptional.",Neutral
Flipkart,AmitB_12,U1917,The product stopped working after a week.,Negative
Amazon,SnehaM_79,U1918,"The phone’s battery lasts all day, and the camera quality is amazing.",Positive
Amazon,SimranK_70,U1919,Very bad customer service experience.,Negative
Amazon,KunalV_45,U1920,"The laptop overheats quickly and crashes often, very disappointing.",Negative
Flipkart,AmitB_78,U1921,"It's fine for casual use, but not professional work.",Neutral
Flipkart,KunalV_61,U1922,"The laptop is fast, lightweight, and perfect for my work.",Positive
Flipkart,SnehaM_93,U1923,The product stopped working after a week.,Negative
Amazon,AmitB_24,U1924,"The headphones are okay, but the sound isn’t as clear as I expected.",Neutral
Flipkart,PriyaS_14,U1925,Very bad customer service experience.,Negative
Amazon,RohitP_41,U1926,"It's fine for casual use, but not professional work.",Neutral
Flipkart,KunalV_36,U1927,The product stopped working after a week.,Negative
Amazon,SimranK_80,U1928,The product stopped working after a week.,Negative
Flipkart,AmitB_33,U1929,"The phone’s battery lasts all day, and the camera quality is amazing.",Positive
Amazon,Vinay_46,U1930,"The laptop overheats quickly and crashes often, very disappointing.",Negative
Amazon,KunalV_19,U1931,"The delivery was late, and the product packaging was slightly damaged.",Negative
Amazon,RohitP_36,U1932,"Performance is average, nothing exceptional.",Neutral
Amazon,ArjunDev_20,U1933,The product stopped working after a week.,Negative
Amazon,KunalV_31,U1934,"Performance is average, nothing exceptional.",Neutral
Flipkart,PriyaS_40,U1935,Poor build quality and slow performance.,Negative
Amazon,SimranK_85,U1936,"The laptop is fast, lightweight, and perfect for my work.",Positive
Flipkart,RohitP_43,U1937,"The delivery was late, and the product packaging was slightly damaged.",Negative
Amazon,ArjunDev_49,U1938,"The laptop is fast, lightweight, and perfect for my work.",Positive
Flipkart,SnehaM_60,U1939,"This smartwatch is stylish, lightweight, and tracks my fitness perfectly.",Positive
Flipkart,Vinay_40,U1940,"The headphones are okay, but the sound isn’t as clear as I expected.",Neutral
Amazon,RohitP_44,U1941,"The laptop overheats quickly and crashes often, very disappointing.",Negative
Amazon,MeeraJain_70,U1942,Very bad customer service experience.,Negative
Flipkart,KunalV_37,U1943,"Design is nice, but functionality could be better.",Neutral
Amazon,MeeraJain_37,U1944,Very bad customer service experience.,Negative
Flipkart,PriyaS_58,U1945,"This smartwatch is stylish, lightweight, and tracks my fitness perfectly.",Positive
Flipkart,AmitB_91,U1946,"The delivery was late, and the product packaging was slightly damaged.",Negative
Flipkart,AmitB_87,U1947,"Performance is average, nothing exceptional.",Neutral
Flipkart,SnehaM_97,U1948,"Design is nice, but functionality could be better.",Neutral
Amazon,KunalV_67,U1949,"Design is nice, but functionality could be better.",Neutral
Amazon,SnehaM_35,U1950,"The laptop is fast, lightweight, and perfect for my work.",Positive
Flipkart,RahulK_75,U1951,The headphones have crystal clear sound and great bass.,Positive
Flipkart,Vinay_17,U1952,Amazing product quality and quick delivery.,Positive
Flipkart,SnehaM_65,U1953,The headphones have crystal clear sound and great bass.,Positive
Flipkart,SimranK_98,U1954,"Design is nice, but functionality could be better.",Neutral
Flipkart,RohitP_49,U1955,"The headphones are okay, but the sound isn’t as clear as I expected.",Neutral
Flipkart,PriyaS_33,U1956,"Product is decent, but not worth the price.",Neutral
Flipkart,SimranK_64,U1957,Poor build quality and slow performance.,Negative
Flipkart,AmitB_53,U1958,"The headphones are okay, but the sound isn’t as clear as I expected.",Neutral
Amazon,RohitP_47,U1959,Amazing product quality and quick delivery.,Positive
Flipkart,KunalV_28,U1960,"The laptop overheats quickly and crashes often, very disappointing.",Negative
Amazon,ArjunDev_92,U1961,"Product is decent, but not worth the price.",Neutral
Amazon,SimranK_21,U1962,"The laptop is fast, lightweight, and perfect for my work.",Positive
Amazon,RahulK_97,U1963,"The laptop is fast, lightweight, and perfect for my work.",Positive
Flipkart,Vinay_14,U1964,"The phone’s battery lasts all day, and the camera quality is amazing.",Positive
Flipkart,SimranK_88,U1965,"The phone’s battery lasts all day, and the camera quality is amazing.",Positive
Amazon,KunalV_49,U1966,"The headphones are okay, but the sound isn’t as clear as I expected.",Neutral
Flipkart,Vinay_36,U1967,"Performance is average, nothing exceptional.",Neutral
Amazon,MeeraJain_95,U1968,"The headphones are okay, but the sound isn’t as clear as I expected.",Neutral
Flipkart,AmitB_95,U1969,"Performance is average, nothing exceptional.",Neutral
Flipkart,AmitB_49,U1970,"Design is nice, but functionality could be better.",Neutral
Flipkart,SnehaM_86,U1971,"This smartwatch is stylish, lightweight, and tracks my fitness perfectly.",Positive
Flipkart,KunalV_39,U1972,"The headphones are okay, but the sound isn’t as clear as I expected.",Neutral
Flipkart,SimranK_44,U1973,"Product is decent, but not worth the price.",Neutral
Flipkart,ArjunDev_87,U1974,"Design is nice, but functionality could be better.",Neutral
Flipkart,MeeraJain_95,U1975,Amazing product quality and quick delivery.,Positive
Amazon,SimranK_41,U1976,"It's fine for casual use, but not professional work.",Neutral
Amazon,RohitP_61,U1977,The product stopped working after a week.,Negative
Flipkart,PriyaS_56,U1978,"Performance is average, nothing exceptional.",Neutral
Flipkart,PriyaS_65,U1979,Amazing product quality and quick delivery.,Positive
Flipkart,RahulK_33,U1980,Amazing product quality and quick delivery.,Positive
Amazon,RahulK_48,U1981,"The phone’s battery lasts all day, and the camera quality is amazing.",Positive
Amazon,ArjunDev_14,U1982,The headphones have crystal clear sound and great bass.,Positive
Flipkart,SnehaM_32,U1983,"The headphones are okay, but the sound isn’t as clear as I expected.",Neutral
Flipkart,AmitB_10,U1984,"The laptop is fast, lightweight, and perfect for my work.",Positive
Flipkart,RahulK_63,U1985,"Product is decent, but not worth the price.",Neutral
Amazon,KunalV_78,U1986,Amazing product quality and quick delivery.,Positive
Amazon,KunalV_66,U1987,"The phone’s battery lasts all day, and the camera quality is amazing.",Positive
Flipkart,Vinay_19,U1988,"The delivery was late, and the product packaging was slightly damaged.",Negative
Flipkart,KunalV_52,U1989,"Performance is average, nothing exceptional.",Neutral
Amazon,MeeraJain_94,U1990,"The headphones are okay, but the sound isn’t as clear as I expected.",Neutral
Flipkart,MeeraJain_57,U1991,"The delivery was late, and the product packaging was slightly damaged.",Negative
Amazon,AmitB_12,U1992,"The phone’s battery lasts all day, and the camera quality is amazing.",Positive
Amazon,RahulK_70,U1993,Poor build quality and slow performance.,Negative
Amazon,ArjunDev_50,U1994,"The headphones are okay, but the sound isn’t as clear as I expected.",Neutral
Flipkart,SnehaM_31,U1995,"This smartwatch is stylish, lightweight, and tracks my fitness perfectly.",Positive
Flipkart,Vinay_27,U1996,Poor build quality and slow performance.,Negative
Amazon,MeeraJain_33,U1997,"The laptop overheats quickly and crashes often, very disappointing.",Negative
Amazon,Vinay_82,U1998,"Product is decent, but not worth the price.",Neutral
Flipkart,SimranK_37,U1999,"The laptop is fast, lightweight, and perfect for my work.",Positive
Amazon,MeeraJain_14,U2000,The headphones have crystal clear sound and great bass.,Positive
